epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,17979.9,0.44563,0.27902,0.74462,0.99979,1,0.995,0.92655,0.43162,0.29209,0.79957,0.000746,0.000746,0.000746
192,18073.3,0.44798,0.28197,0.72332,0.99992,1,0.995,0.92069,0.4365,0.3014,0.79838,0.0007394,0.0007394,0.0007394
193,18165.1,0.42838,0.27538,0.73279,0.99992,1,0.995,0.9292,0.42577,0.29231,0.79898,0.0007328,0.0007328,0.0007328
194,18256.3,0.42028,0.26834,0.73122,0.99989,1,0.995,0.93116,0.42842,0.29342,0.79899,0.0007262,0.0007262,0.0007262
195,18348.8,0.45295,0.2838,0.73399,0.99991,1,0.995,0.92332,0.44201,0.31091,0.80032,0.0007196,0.0007196,0.0007196
196,18440.4,0.43028,0.27438,0.73645,0.99991,1,0.995,0.93269,0.42368,0.3058,0.79885,0.000713,0.000713,0.000713
197,18532,0.45995,0.28796,0.75767,0.99992,1,0.995,0.92412,0.44156,0.30107,0.80034,0.0007064,0.0007064,0.0007064
198,18626.9,0.4512,0.28507,0.74784,0.99985,1,0.995,0.92625,0.43333,0.29542,0.79804,0.0006998,0.0006998,0.0006998
199,18722.4,0.43918,0.27494,0.74263,0.99989,1,0.995,0.92689,0.43955,0.33369,0.80016,0.0006932,0.0006932,0.0006932
200,18818,0.42532,0.26612,0.72663,0.99983,1,0.995,0.92477,0.43663,0.30843,0.7972,0.0006866,0.0006866,0.0006866
201,18914.1,0.42387,0.26783,0.71767,0.99986,1,0.995,0.93043,0.42557,0.2993,0.79817,0.00068,0.00068,0.00068
202,19010.5,0.43598,0.28083,0.75073,0.99993,1,0.995,0.93745,0.42048,0.28234,0.7977,0.0006734,0.0006734,0.0006734
203,19105.9,0.43986,0.27666,0.73087,0.99987,1,0.995,0.93326,0.41941,0.30228,0.79748,0.0006668,0.0006668,0.0006668
204,19200.3,0.42873,0.26452,0.72671,0.99992,1,0.995,0.92659,0.43926,0.28325,0.79875,0.0006602,0.0006602,0.0006602
205,19295.5,0.43172,0.27079,0.74223,0.99988,1,0.995,0.92907,0.42365,0.31571,0.79846,0.0006536,0.0006536,0.0006536
206,19390.3,0.42485,0.26961,0.73977,0.99986,1,0.995,0.93578,0.40987,0.29729,0.79505,0.000647,0.000647,0.000647
207,19484.1,0.45509,0.28199,0.74995,0.99991,1,0.995,0.93838,0.40743,0.27606,0.79649,0.0006404,0.0006404,0.0006404
208,19578.7,0.44862,0.28147,0.74899,0.9999,1,0.995,0.93147,0.41364,0.27324,0.79647,0.0006338,0.0006338,0.0006338
209,19674.3,0.42798,0.26804,0.7338,0.99988,1,0.995,0.92961,0.42183,0.28502,0.79711,0.0006272,0.0006272,0.0006272
210,19770.3,0.43628,0.27627,0.73338,0.99986,1,0.995,0.92971,0.43351,0.2907,0.7972,0.0006206,0.0006206,0.0006206
211,19866.1,0.42165,0.26821,0.7276,0.99991,1,0.995,0.9351,0.41826,0.28202,0.79707,0.000614,0.000614,0.000614
212,19961.2,0.42747,0.27478,0.72346,0.99989,1,0.995,0.93127,0.41499,0.29164,0.795,0.0006074,0.0006074,0.0006074
213,20056.8,0.43095,0.27556,0.74563,0.99993,1,0.995,0.92865,0.42372,0.28915,0.79615,0.0006008,0.0006008,0.0006008
214,20149.9,0.43775,0.27921,0.75534,0.99982,1,0.995,0.93564,0.41795,0.29026,0.79657,0.0005942,0.0005942,0.0005942
215,20241.1,0.41596,0.26901,0.74304,0.99993,1,0.995,0.92126,0.43641,0.30443,0.79688,0.0005876,0.0005876,0.0005876
216,20334.1,0.41421,0.26674,0.71334,0.99988,1,0.995,0.93652,0.3985,0.27435,0.7937,0.000581,0.000581,0.000581
217,20428.8,0.42443,0.26952,0.71964,0.99989,1,0.995,0.92139,0.43877,0.32516,0.79815,0.0005744,0.0005744,0.0005744
218,20521.1,0.42434,0.27342,0.73292,0.99986,1,0.995,0.93394,0.4178,0.31488,0.7967,0.0005678,0.0005678,0.0005678
219,20613.2,0.42452,0.27006,0.73817,0.99993,1,0.995,0.94095,0.39906,0.27214,0.79625,0.0005612,0.0005612,0.0005612
220,20707.6,0.41969,0.26717,0.73465,0.99989,1,0.995,0.94273,0.38974,0.28027,0.79429,0.0005546,0.0005546,0.0005546
221,20800.5,0.40826,0.26096,0.72715,0.99986,1,0.995,0.92872,0.42451,0.29657,0.79712,0.000548,0.000548,0.000548
222,20891.5,0.40795,0.26377,0.73492,0.99993,1,0.995,0.94206,0.39914,0.27186,0.79495,0.0005414,0.0005414,0.0005414
223,20982.8,0.44302,0.28181,0.74265,0.99988,1,0.995,0.92103,0.44235,0.30146,0.7994,0.0005348,0.0005348,0.0005348
224,21073.8,0.41905,0.26204,0.73914,0.99989,1,0.995,0.93951,0.40146,0.2696,0.7945,0.0005282,0.0005282,0.0005282
225,21165,0.42696,0.27371,0.73787,0.99985,1,0.995,0.94194,0.40148,0.2776,0.79479,0.0005216,0.0005216,0.0005216
226,21257,0.42164,0.2654,0.73564,0.99992,1,0.995,0.94115,0.40476,0.27284,0.79534,0.000515,0.000515,0.000515
227,21351.6,0.42826,0.27097,0.73545,0.99991,1,0.995,0.94273,0.39287,0.26941,0.79363,0.0005084,0.0005084,0.0005084
228,21443.7,0.42599,0.27093,0.74998,0.99984,1,0.995,0.94791,0.38254,0.27427,0.7927,0.0005018,0.0005018,0.0005018
229,21537.8,0.42419,0.26842,0.73843,0.99984,1,0.995,0.94132,0.4018,0.28526,0.79467,0.0004952,0.0004952,0.0004952
230,21633.1,0.41317,0.26758,0.7361,0.99988,1,0.995,0.9352,0.40226,0.27929,0.79457,0.0004886,0.0004886,0.0004886
231,21727.5,0.4123,0.26151,0.73695,0.9999,1,0.995,0.93389,0.40383,0.28306,0.79446,0.000482,0.000482,0.000482
232,21820.2,0.39958,0.25653,0.72787,0.99992,1,0.995,0.9412,0.39802,0.27665,0.79346,0.0004754,0.0004754,0.0004754
233,21919.5,0.41604,0.26707,0.73895,0.99992,1,0.995,0.94292,0.38605,0.27304,0.79256,0.0004688,0.0004688,0.0004688
234,22016.6,0.41198,0.25846,0.73576,0.99965,1,0.995,0.93289,0.42159,0.28507,0.79645,0.0004622,0.0004622,0.0004622
235,22114.4,0.41707,0.26645,0.73059,0.9999,1,0.995,0.94422,0.38582,0.28054,0.79242,0.0004556,0.0004556,0.0004556
236,22215,0.39445,0.25363,0.7318,0.99989,1,0.995,0.94609,0.38593,0.26573,0.79277,0.000449,0.000449,0.000449
237,22318.6,0.41045,0.26634,0.72823,0.99992,1,0.995,0.93588,0.41559,0.28688,0.79448,0.0004424,0.0004424,0.0004424
238,22421.6,0.41131,0.26885,0.72513,0.99993,1,0.995,0.94344,0.39153,0.26224,0.79498,0.0004358,0.0004358,0.0004358
239,22526.3,0.41168,0.26825,0.73235,0.99992,1,0.995,0.94744,0.38196,0.25755,0.79161,0.0004292,0.0004292,0.0004292
240,22631.9,0.43407,0.26616,0.74197,0.99991,1,0.995,0.9436,0.40651,0.27571,0.79492,0.0004226,0.0004226,0.0004226
241,22734.8,0.39349,0.24854,0.72252,0.99991,1,0.995,0.92836,0.4403,0.29974,0.79923,0.000416,0.000416,0.000416
242,22838,0.41175,0.26505,0.73252,0.99993,1,0.995,0.94425,0.38084,0.26383,0.7923,0.0004094,0.0004094,0.0004094
243,22942.1,0.40602,0.25725,0.73462,0.99992,1,0.995,0.94432,0.39369,0.26163,0.79368,0.0004028,0.0004028,0.0004028
244,23046,0.40239,0.25747,0.73133,0.99993,1,0.995,0.94288,0.39214,0.26135,0.79178,0.0003962,0.0003962,0.0003962
245,23149,0.40174,0.2558,0.72107,0.99983,1,0.995,0.94802,0.38896,0.28522,0.79206,0.0003896,0.0003896,0.0003896
246,23251.4,0.41683,0.26158,0.73703,0.9999,1,0.995,0.94334,0.39177,0.27459,0.79322,0.000383,0.000383,0.000383
247,23356.6,0.40698,0.26451,0.7238,0.99992,1,0.995,0.9355,0.41136,0.28761,0.79474,0.0003764,0.0003764,0.0003764
248,23458.7,0.4003,0.25668,0.73912,0.99992,1,0.995,0.93876,0.39035,0.26697,0.79273,0.0003698,0.0003698,0.0003698
249,23561.4,0.4051,0.25832,0.72875,0.99993,1,0.995,0.94948,0.37997,0.26671,0.79172,0.0003632,0.0003632,0.0003632
250,23661.7,0.39133,0.25362,0.71251,0.99989,1,0.995,0.94395,0.38883,0.26969,0.79249,0.0003566,0.0003566,0.0003566
251,23760.8,0.41345,0.257,0.74269,0.99991,1,0.995,0.93845,0.4067,0.28373,0.79419,0.00035,0.00035,0.00035
252,23857.3,0.39214,0.25913,0.72752,0.99985,1,0.995,0.94661,0.38343,0.27029,0.79151,0.0003434,0.0003434,0.0003434
253,23957.3,0.4009,0.25437,0.7352,0.99993,1,0.995,0.94724,0.38089,0.26881,0.79173,0.0003368,0.0003368,0.0003368
254,24059.5,0.39936,0.25472,0.72046,0.99992,1,0.995,0.94178,0.39292,0.26617,0.79329,0.0003302,0.0003302,0.0003302
255,24162.9,0.38721,0.24901,0.7176,0.99991,1,0.995,0.94921,0.37922,0.26455,0.79167,0.0003236,0.0003236,0.0003236
256,24265.9,0.37782,0.2438,0.71796,0.99985,1,0.995,0.94308,0.3816,0.26093,0.79182,0.000317,0.000317,0.000317
257,24369.4,0.38336,0.25086,0.72252,0.99992,1,0.995,0.93842,0.39139,0.27544,0.79232,0.0003104,0.0003104,0.0003104
258,24474.2,0.3907,0.25491,0.7343,0.99992,1,0.995,0.9391,0.39406,0.2724,0.79281,0.0003038,0.0003038,0.0003038
259,24577.6,0.39292,0.24436,0.73099,0.99991,1,0.995,0.94113,0.39463,0.27592,0.79217,0.0002972,0.0002972,0.0002972
260,24681.4,0.40669,0.25428,0.73396,0.99988,1,0.995,0.94013,0.39873,0.26361,0.79457,0.0002906,0.0002906,0.0002906
261,24785.4,0.3916,0.25421,0.72528,0.99991,1,0.995,0.93841,0.38922,0.26914,0.79211,0.000284,0.000284,0.000284
262,24888.2,0.39317,0.25024,0.726,0.99992,1,0.995,0.94728,0.37815,0.25521,0.79148,0.0002774,0.0002774,0.0002774
263,24989,0.40096,0.25315,0.73489,0.99993,1,0.995,0.9512,0.37271,0.24992,0.79233,0.0002708,0.0002708,0.0002708
264,25087.6,0.37751,0.24646,0.72738,0.99993,1,0.995,0.94697,0.37367,0.24964,0.79084,0.0002642,0.0002642,0.0002642
265,25191.4,0.3881,0.24884,0.7186,0.99991,1,0.995,0.94296,0.3909,0.26709,0.79275,0.0002576,0.0002576,0.0002576
266,25294.3,0.38075,0.24174,0.71477,0.99991,1,0.995,0.95364,0.3645,0.24683,0.79023,0.000251,0.000251,0.000251
267,25398.4,0.39663,0.25483,0.73819,0.99991,1,0.995,0.95077,0.37334,0.24407,0.79126,0.0002444,0.0002444,0.0002444
268,25498.7,0.37172,0.24136,0.70774,0.99991,1,0.995,0.95052,0.37126,0.26088,0.79035,0.0002378,0.0002378,0.0002378
269,25596.3,0.39711,0.25025,0.73341,0.99992,1,0.995,0.94779,0.37361,0.25402,0.79069,0.0002312,0.0002312,0.0002312
270,25693,0.38872,0.25216,0.72581,0.99991,1,0.995,0.95201,0.36888,0.25583,0.79011,0.0002246,0.0002246,0.0002246
271,25793.2,0.39434,0.25032,0.73358,0.99992,1,0.995,0.95018,0.37082,0.25823,0.79087,0.000218,0.000218,0.000218
272,25897.1,0.39758,0.25668,0.72049,0.9999,1,0.995,0.95226,0.37394,0.249,0.79067,0.0002114,0.0002114,0.0002114
273,26001.9,0.39202,0.24863,0.72547,0.99993,1,0.995,0.95292,0.3643,0.25329,0.78945,0.0002048,0.0002048,0.0002048
274,26098.6,0.37474,0.24081,0.71477,0.99993,1,0.995,0.94704,0.37995,0.26236,0.79078,0.0001982,0.0001982,0.0001982
275,26197.9,0.36861,0.23986,0.70782,0.99992,1,0.995,0.95469,0.36199,0.24571,0.78917,0.0001916,0.0001916,0.0001916
276,26295.2,0.37028,0.2411,0.7114,0.99993,1,0.995,0.94835,0.37445,0.25516,0.78958,0.000185,0.000185,0.000185
277,26393.4,0.38189,0.23827,0.72506,0.99992,1,0.995,0.95486,0.36114,0.24617,0.78909,0.0001784,0.0001784,0.0001784
278,26490.7,0.38323,0.24424,0.73075,0.99993,1,0.995,0.95547,0.36207,0.24072,0.78972,0.0001718,0.0001718,0.0001718
279,26589.8,0.38723,0.24399,0.73409,0.99993,1,0.995,0.95492,0.36759,0.24524,0.79041,0.0001652,0.0001652,0.0001652
280,26686.9,0.37661,0.24562,0.745,0.99993,1,0.995,0.9564,0.36126,0.24358,0.78946,0.0001586,0.0001586,0.0001586
281,26791.1,0.38696,0.24743,0.72699,0.99992,1,0.995,0.95352,0.36407,0.25531,0.78935,0.000152,0.000152,0.000152
282,26890.3,0.38149,0.24524,0.74582,0.99994,1,0.995,0.94998,0.36882,0.24425,0.78956,0.0001454,0.0001454,0.0001454
283,26993.9,0.37135,0.23774,0.70943,0.99992,1,0.995,0.94445,0.37968,0.2624,0.79041,0.0001388,0.0001388,0.0001388
284,27093.6,0.37438,0.24594,0.72726,0.99993,1,0.995,0.95884,0.35089,0.23422,0.78974,0.0001322,0.0001322,0.0001322
285,27189.2,0.37052,0.23775,0.72556,0.99994,1,0.995,0.95001,0.37739,0.24931,0.79079,0.0001256,0.0001256,0.0001256
286,27284.4,0.39873,0.25772,0.73682,0.99993,1,0.995,0.95629,0.35969,0.24546,0.78935,0.000119,0.000119,0.000119
287,27377.4,0.3742,0.23877,0.73304,0.99991,1,0.995,0.95708,0.35643,0.25377,0.78871,0.0001124,0.0001124,0.0001124
288,27470.2,0.37058,0.24267,0.72081,0.99992,1,0.995,0.95554,0.36352,0.2464,0.78938,0.0001058,0.0001058,0.0001058
289,27562.6,0.36779,0.23912,0.73302,0.99993,1,0.995,0.94992,0.37766,0.25208,0.7903,9.92e-05,9.92e-05,9.92e-05
290,27652.3,0.36833,0.23926,0.71549,0.99994,1,0.995,0.95297,0.37305,0.24449,0.79035,9.26e-05,9.26e-05,9.26e-05
291,27765.7,0.386,0.24394,0.74524,0.99993,1,0.995,0.9543,0.36461,0.25888,0.79028,8.6e-05,8.6e-05,8.6e-05
292,27861.8,0.38114,0.23889,0.75724,0.99993,1,0.995,0.95346,0.36474,0.25555,0.7893,7.94e-05,7.94e-05,7.94e-05
293,27958,0.38921,0.24057,0.75689,0.99992,1,0.995,0.95273,0.36572,0.25605,0.78894,7.28e-05,7.28e-05,7.28e-05
294,28054.8,0.37474,0.23918,0.75999,0.99993,1,0.995,0.9555,0.36095,0.2527,0.78866,6.62e-05,6.62e-05,6.62e-05
295,28150.9,0.37256,0.23427,0.74719,0.99993,1,0.995,0.94755,0.37721,0.28041,0.78998,5.96e-05,5.96e-05,5.96e-05
296,28247.4,0.38429,0.23906,0.75388,0.99994,1,0.995,0.95098,0.37196,0.26283,0.78965,5.3e-05,5.3e-05,5.3e-05
297,28343.8,0.38013,0.2339,0.75752,0.99993,1,0.995,0.95143,0.36902,0.27045,0.78953,4.64e-05,4.64e-05,4.64e-05
298,28440.5,0.38825,0.24991,0.77029,0.99993,1,0.995,0.95261,0.37308,0.2705,0.78973,3.98e-05,3.98e-05,3.98e-05
299,28536.9,0.3958,0.24332,0.76025,0.99993,1,0.995,0.95524,0.36163,0.25744,0.7888,3.32e-05,3.32e-05,3.32e-05
300,28633.2,0.36828,0.24114,0.73833,0.99993,1,0.995,0.95634,0.36477,0.25318,0.78871,2.66e-05,2.66e-05,2.66e-05
